STDR_YM,VIAT_SE_CD,VIAT_CD,VIAT_ID,LCLASDC,MLSFCDC,SCLASDC,DCLASDC,BCLASDC,VIAT_NM,ADRES_CD,ADRES_NM,TELNO,X_VALUE,Y_VALUE,ADRES_SP,BLCK_CD,REGIST_DE,ERSR_DE,REGIST_DT
,070305,0119,AA0005534185,산업,서비스산업,금융/보험업,일반은행,새마을금고,새마을금고,,,,207163.300510,450658.897020,,,,,
,030102,0200,AA0002109129,교육/보건,교육시설,초등교육기관,공립초등학교,,서울반원초등학교,,,,200346.330185,445631.687122,,,,,
,030102,0200,AA0002109245,교육/보건,교육시설,초등교육기관,공립초등학교,,서울월촌초등학교,,,,189098.368594,448951.195702,,,,,
,030102,0200,AA0002110312,교육/보건,교육시설,초등교육기관,공립초등학교,,서울신남성초등학교,,,,196913.482016,443280.543523,,,,,
,030103,0200,AA0002114543,교육/보건,교육시설,중등교육기관,공립중학교,,세륜중학교,,,,211580.626439,445473.296221,,,,,
,030106,0000,AA0002128066,교육/보건,교육시설,기타교육기관,미분류,,수위실,,,,186148.393838,445726.305735,,,,,
,030104,0100,AA0002128532,교육/보건,교육시설,고등교육기관,사립고등학교,,문일고등학교,,,,191070.706788,438858.841255,,,,,
,030105,0204,AA0002131317,교육/보건,교육시설,대학교,종합대학,부속시설,교회,,,,209061.823382,460472.917533,,,,,
,030105,0204,AA0002131377,교육/보건,교육시설,대학교,종합대학,부속시설,서울테크노파크,,,,207110.557454,459438.109813,,,,,
,030105,0204,AA0002131602,교육/보건,교육시설,대학교,종합대학,부속시설,공예관,,,,207155.131552,449185.267238,,,,,
,030105,0101,AA0002137394,교육/보건,교육시설,대학교,전문대학,본교,기독교음악통신대학,,,,200808.824351,451405.401139,,,,,
,030105,0204,AA0002131358,교육/보건,교육시설,대학교,종합대학,부속시설,제1과학관,,,,207915.137474,458826.151481,,,,,
,030105,0301,AA0002131676,교육/보건,교육시설,대학교,정보통신대학,방송통신대학,디지털미디어센터,,,,200293.830930,453246.381224,,,,,
,020103,0100,AA0002097265,공공/환경,정치/사회/외교,외교시설,대사관,,주한슬로바키아대사관,,,,200842.727264,448040.265583,,,,,
,070305,0105,AA0000556156,산업,서비스산업,금융/보험업,일반은행,하나은행,하나은행,,,,197354.704664,452115.306951,,,,,
,030103,0200,AA0002114891,교육/보건,교육시설,중등교육기관,공립중학교,,상계중학교,,,,206109.474980,461443.573280,,,,,
,030106,0000,AA0002126361,교육/보건,교육시설,기타교육기관,미분류,,제1실습동,,,,206627.535396,459218.449617,,,,,
,030104,0500,AA0002126390,교육/보건,교육시설,고등교육기관,공업고등학교,,성수공업고등학교,,,,204543.882649,449037.328607,,,,,
,030104,0100,AA0002128248,교육/보건,교육시설,고등교육기관,사립고등학교,,용화여자고등학교,,,,205144.222587,462169.717017,,,,,
,030105,0204,AA0002131767,교육/보건,교육시설,대학교,종합대학,부속시설,성암관,,,,194648.737620,451912.836543,,,,,
,030105,0204,AA0002131475,교육/보건,교육시설,대학교,종합대학,부속시설,제2의학관,,,,203723.849333,451051.763820,,,,,
,030105,0204,AA0002131951,교육/보건,교육시설,대학교,종합대학,부속시설,제1공학관,,,,193470.857316,450300.954431,,,,,
,030101,0100,AA0000044906,교육/보건,교육시설,유아교육기관,어린이집,,예원어린이집,,,,196718.892757,449965.094002,,,,,
,030101,0100,AA0000047434,교육/보건,교육시설,유아교육기관,어린이집,,서초구립포레스타7단지어린이집,,,,205501.313193,438292.162359,,,,,
,030205,0106,AA0000090518,교육/보건,보건시설,기타보건시설,약국,지역약국,대한당약국,,,,199823.656381,448166.899255,,,,,
,030205,0106,AA0000091256,교육/보건,보건시설,기타보건시설,약국,지역약국,신원중약국,,,,203218.468981,453341.977925,,,,,
,030204,0000,AA0000162658,교육/보건,보건시설,한의원,,,생명나무한의원,,,,193332.877094,451415.647589,,,,,
,070305,0104,AA0000552395,산업,서비스산업,금융/보험업,일반은행,신한은행,신한은행,,,,201736.518164,456793.446983,,,,,
,070305,0101,AA0000555377,산업,서비스산업,금융/보험업,일반은행,국민은행,KB국민은행,,,,201133.828833,457817.639249,,,,,
,070305,0104,AA0000551695,산업,서비스산업,금융/보험업,일반은행,신한은행,신한은행,,,,203773.658942,440548.888780,,,,,
,070305,0104,AA0000551690,산업,서비스산업,금융/보험업,일반은행,신한은행,신한은행,,,,195691.942351,447999.876803,,,,,
,070305,0103,AA0000553434,산업,서비스산업,금융/보험업,일반은행,한국스탠다드차타드은행,스탠다드차타드은행,,,,207127.036954,455029.443211,,,,,
,070305,0101,AA0000555851,산업,서비스산업,금융/보험업,일반은행,국민은행,KB국민은행,,,,201289.044800,452527.394254,,,,,
,030205,0102,AA0000093549,교육/보건,보건시설,기타보건시설,약국,메디팜,메디팜백약국,,,,203197.095650,456417.074707,,,,,
,070301,0503,AA0006414930,산업,서비스산업,종합상품판매업,편의점,CU,씨유중곡중앙,,,,208119.931176,450800.039849,,,,,
,070301,0503,AA0006497733,산업,서비스산업,종합상품판매업,편의점,CU,씨유,,,,187961.760473,447479.599287,,,,,
,070305,0102,AA0000552840,산업,서비스산업,금융/보험업,일반은행,우리은행,우리은행,,,,207619.468647,449532.873915,,,,,
,010101,2600,AA0002590759,행정,중앙행정기관,중앙행정부처,산하기관,,한국인터넷진흥원분원서초사무소,,,,202220.038694,444130.050396,,,,,
,070301,0201,AA0003721166,산업,서비스산업,종합상품판매업,할인매장,GS슈퍼마켓,GS수퍼마켓,,,,206029.255988,457348.521009,,,,,
,030105,0201,AA0002130657,교육/보건,교육시설,대학교,종합대학,본교,KC대학교,,,,187175.544496,449910.335727,,,,,
,070301,0200,AA0009418477,산업,서비스산업,종합상품판매업,할인매장,미분류,성산현대할인마트,,,,191884.182210,452382.311857,,,,,
,030101,0100,AA0009515666,교육/보건,교육시설,유아교육기관,어린이집,,서초구립서초성모어린이집,,,,200839.896734,444619.913242,,,,,
,030204,0000,AA0009417249,교육/보건,보건시설,한의원,,,경희청담한의원,,,,193436.468754,457325.462125,,,,,
,030205,0101,AA0009196449,교육/보건,보건시설,기타보건시설,약국,온누리,라파온누리약국,,,,203678.503322,459380.805748,,,,,
,070301,0504,AA0010146296,산업,서비스산업,종합상품판매업,편의점,바이더웨이,세븐일레븐,,,,198947.283340,451934.707323,,,,,
,030204,0000,AA0010127626,교육/보건,보건시설,한의원,,,자연과한의원,,,,193195.039353,457764.344633,,,,,
,070305,0100,AA0009517295,산업,서비스산업,금융/보험업,일반은행,미분류,산업은행,,,,198381.532178,442813.156230,,,,,
,030204,0000,AA0009417723,교육/보건,보건시설,한의원,,,모성한의원,,,,205947.757421,461753.834592,,,,,
,070301,0504,AA0010146055,산업,서비스산업,종합상품판매업,편의점,바이더웨이,세븐일레븐,,,,201757.169873,453478.257106,,,,,
,070301,0504,AA0010146791,산업,서비스산업,종합상품판매업,편의점,바이더웨이,세븐일레븐,,,,195473.844637,455335.543521,,,,,
,070308,0800,AA0010068717,산업,서비스산업,언론/미디어,기타언론/미디어,,스카이엔터테인먼트,,,,199384.548684,442883.508318,,,,,
,070308,0800,AA0006791055,산업,서비스산업,언론/미디어,기타언론/미디어,,영화사남원,,,,197380.167135,451090.045316,,,,,
,070305,0110,AA0003135979,산업,서비스산업,금융/보험업,일반은행,한국산업은행,산업은행,,,,192977.145095,450587.438988,,,,,
,030101,0100,AA0000041802,교육/보건,교육시설,유아교육기관,어린이집,,종로생명숲어린이집,,,,197189.261370,456321.055055,,,,,
,030204,0000,AA0006561020,교육/보건,보건시설,한의원,,,등보당한의원,,,,203270.684541,447663.020057,,,,,
,070305,0103,AA0000553459,산업,서비스산업,금융/보험업,일반은행,한국스탠다드차타드은행,스탠다드차타드은행,,,,210126.112673,445083.414278,,,,,
,070305,0104,AA0000551664,산업,서비스산업,금융/보험업,일반은행,신한은행,신한은행,,,,202977.981026,450971.766127,,,,,
,070305,0102,AA0000552786,산업,서비스산업,금융/보험업,일반은행,우리은행,우리은행,,,,191992.769105,447012.841537,,,,,
,070305,0102,AA0000552832,산업,서비스산업,금융/보험업,일반은행,우리은행,우리은행,,,,202224.617198,458688.789696,,,,,
,060204,0102,AA0000709817,레저/관광/예술,문화/예술시설,극장,일반영화관,롯데시네마,롯데시네마,,,,211075.949652,448573.862481,,,,,
,070305,0101,AA0000555541,산업,서비스산업,금융/보험업,일반은행,국민은행,KB국민은행,,,,204151.584757,463153.815083,,,,,
,030106,0000,AA0009482623,교육/보건,교육시설,기타교육기관,미분류,,청소년흡연음주예방협회,,,,198391.881851,443501.478437,,,,,
,030205,0100,AA0007223882,교육/보건,보건시설,기타보건시설,약국,미분류,수종로약국,,,,202526.977783,457328.865657,,,,,
,070308,0300,AA0009422131,산업,서비스산업,언론/미디어,신문사,미분류,조선일보,,,,207110.788254,458643.794952,,,,,
,070305,0100,AA0009517381,산업,서비스산업,금융/보험업,일반은행,미분류,KB국민은행,,,,201806.190515,444824.124915,,,,,
,070301,0502,AA0009532340,산업,서비스산업,종합상품판매업,편의점,GS25,GS25신정성의,,,,186925.463451,447462.085922,,,,,
,070301,0502,AA0010144237,산업,서비스산업,종합상품판매업,편의점,GS25,지에스25,,,,189162.763491,446999.799780,,,,,
,070301,0504,AA0010147274,산업,서비스산업,종합상품판매업,편의점,바이더웨이,세븐일레븐,,,,193570.341592,444571.288417,,,,,
,070308,0600,AA0010090135,산업,서비스산업,언론/미디어,음반/비디오,,후키즈HUKEZ,,,,190554.501833,445830.750576,,,,,
,070308,0800,AA0009210018,산업,서비스산업,언론/미디어,기타언론/미디어,,영화로세상을아름답게,,,,203566.343086,442665.622503,,,,,
,030101,0100,AA0009514901,교육/보건,교육시설,유아교육기관,어린이집,,고운아이어린이집,,,,188168.681039,448450.064918,,,,,
,070301,0502,AA0010144774,산업,서비스산업,종합상품판매업,편의점,GS25,지에스25,,,,188368.534346,449432.497945,,,,,
,070301,0500,AA0010146437,산업,서비스산업,종합상품판매업,편의점,미분류,지에스창동럭키,,,,204004.704040,461244.278593,,,,,
,030204,0000,AA0008765114,교육/보건,보건시설,한의원,,,은덕한의원,,,,194105.117403,456312.633654,,,,,
,070301,0600,AA0007144723,산업,서비스산업,종합상품판매업,기타종합상품판매업,,씨에스리더,,,,203754.902543,445963.923430,,,,,
,070301,0503,AA0009183094,산업,서비스산업,종합상품판매업,편의점,CU,CU,,,,211078.175933,450036.462502,,,,,
,070301,0502,AA0010145294,산업,서비스산업,종합상품판매업,편의점,GS25,GS25,,,,208604.351637,454705.175735,,,,,
,030201,0000,AA0010768273,교육/보건,보건시설,병/의원,미분류,,한신의원,,,,187133.966210,444181.960348,,,,,
,070301,0213,AA0009426611,산업,서비스산업,종합상품판매업,할인매장,대형지역슈퍼,쌍용마트,,,,204233.706191,449988.055159,,,,,
,070301,0501,AA0009532280,산업,서비스산업,종합상품판매업,편의점,세븐일레븐,세븐일레븐,,,,196889.576425,450413.174727,,,,,
,070301,0502,AA0010146485,산업,서비스산업,종합상품판매업,편의점,GS25,GS25반포사랑,,,,201695.646705,445106.648556,,,,,
,030204,0000,AA0010127316,교육/보건,보건시설,한의원,,,차서역침한의원,,,,193497.504300,443405.455130,,,,,
,030204,0000,AA0010127783,교육/보건,보건시설,한의원,,,인애한의원,,,,191025.536923,447739.978844,,,,,
,030205,0100,AA0010084481,교육/보건,보건시설,기타보건시설,약국,미분류,우리사랑약국,,,,206131.179142,460562.339178,,,,,
,070301,0100,AA0003886404,산업,서비스산업,종합상품판매업,백화점,미분류,경일한지백화점,,,,198829.611952,452616.346541,,,,,
,030102,0200,AA0002109009,교육/보건,교육시설,초등교육기관,공립초등학교,,서울중평초등학교,,,,205653.128212,459785.484247,,,,,
,030101,0300,AA0002122288,교육/보건,교육시설,유아교육기관,사립유치원,,유성유치원,,,,199176.993667,448996.785557,,,,,
,030101,0300,AA0002122293,교육/보건,교육시설,유아교육기관,사립유치원,,삼원유치원,,,,206854.404379,450992.387167,,,,,
,030101,0300,AA0002124854,교육/보건,교육시설,유아교육기관,사립유치원,,세종유치원,,,,207126.481105,455509.631328,,,,,
,030105,0204,AA0002131140,교육/보건,교육시설,대학교,종합대학,부속시설,미디어관,,,,202736.061390,454134.723125,,,,,
,070308,0800,AA0000225391,산업,서비스산업,언론/미디어,기타언론/미디어,,아이앤티미디어랩,,,,203470.362921,445103.072906,,,,,
,030105,0204,AA0003135909,교육/보건,교육시설,대학교,종합대학,부속시설,학생회관,,,,193477.439408,450191.947675,,,,,
,030102,0200,AA0002109072,교육/보건,교육시설,초등교육기관,공립초등학교,,서울용답초등학교,,,,204700.111172,451263.038678,,,,,
,030102,0200,AA0002110910,교육/보건,교육시설,초등교육기관,공립초등학교,,서울신가초등학교,,,,210601.095092,444557.725812,,,,,
,030101,0300,AA0002122948,교육/보건,교육시설,유아교육기관,사립유치원,,하늘유치원,,,,194007.143161,441626.478761,,,,,
,030106,0000,AA0002128537,교육/보건,교육시설,기타교육기관,미분류,,광신고등학교기념관,,,,193496.137968,440648.392089,,,,,
,030105,0302,AA0002137555,교육/보건,교육시설,대학교,정보통신대학,사이버종합대학,대구사이버대학교,,,,196894.402380,451198.504107,,,,,
,070301,0100,AA0003156950,산업,서비스산업,종합상품판매업,백화점,미분류,올리브영,,,,199844.986697,444341.521102,,,,,
,060203,0000,AA0002570851,레저/관광/예술,문화/예술시설,박물관,미분류,,초전섬유퀼트박물관,,,,198615.372102,450953.560722,,,,,
,030101,0100,AA0000042006,교육/보건,교육시설,유아교육기관,어린이집,,후암어린이집,,,,197864.250498,449793.116586,,,,,
,030101,0100,AA0000042822,교육/보건,교육시설,유아교육기관,어린이집,,예쁜둥지어린이집,,,,207127.677177,456600.071610,,,,,
,030205,0106,AA0000090060,교육/보건,보건시설,기타보건시설,약국,지역약국,바우약국,,,,201223.937332,460995.363313,,,,,
,030205,0106,AA0000090836,교육/보건,보건시설,기타보건시설,약국,지역약국,방배프라자약국,,,,198699.768487,444110.349763,,,,,
,070305,0102,AA0000552566,산업,서비스산업,금융/보험업,일반은행,우리은행,우리은행,,,,204666.737888,454902.299517,,,,,
,070305,0100,AA0000550046,산업,서비스산업,금융/보험업,일반은행,미분류,메가인베스트먼트,,,,201308.635409,443762.066717,,,,,
,070305,0103,AA0000553545,산업,서비스산업,금융/보험업,일반은행,한국스탠다드차타드은행,스탠다드차타드은행,,,,186160.568663,447011.852503,,,,,
